"","c1","c2","weight"
"9402","FOXB1","NKX2.5",0.075310282224594
"24451","NKX2.5","RHOXF2",0.0753103142096243
"19251","IRF9","SPI1",0.0753103510546155
"21554","MEOX2","VSX1",0.0753110080402524
"17595","HOXD13","IRF5",0.075311746372154
"9865","FOXG1","SOX2",0.0753119308537786
"3071","BHLHE23","SNAI1",0.0753152255337764
"2794","BHLHA15","NR2F2",0.0753175546809419
"17641","HOXD13","NR2C1",0.0753177081908282
"875","ARNT2","NR2C1",0.0753188278477693
"27353","PPARA","THAP6",0.0753204896147984
"24705","NR1H4","TFAP2C",0.075322694114482
"16826","HOXB13","NR2C1",0.0753248962980031
"28186","RUNX3","WT1",0.075325661769669
"9537","FOXD4","HEY1",0.0753259709351162
"9370","FOXB1","LHX4",0.0753274243501417
"13397","HES1","ZBTB32",0.0753275264184504
"5701","DRGX","HNF1A",0.0753277337488955
"15536","HNF1A","TCF7L1",0.0753317922981517
"28280","RXRG","ZSCAN10",0.0753318417650183
"21906","MITF","RBAK",0.0753331542863542
"15246","HMX2","ID1",0.0753366535063889
"15046","HLF","ZNF615",0.0753410462958424
"22544","MYC","POU5F1",0.0753413334208829
"14332","HEY1","ZNF615",0.0753413511723732
"25639","NR5A1","TFAP2A",0.0753477398262714
"22145","MSX1","OLIG1",0.0753483499960074
"25775","NR5A2","ZSCAN10",0.0753593422141509
"6986","ESRRB","FOXB1",0.0753677846641438
"30254","WT1","ZIM2",0.0753703021874688
"3328","CDX1","TFAP2A",0.0753703754386514
"9760","FOXG1","HOXC4",0.0753762577883767
"28692","SNAI1","TBX18",0.0753782017215673
"13689","HES3","NR3C2",0.0753823845227436
"12887","HAND1","HOXC12",0.0753840858811677
"24583","NKX2.8","SPIC",0.0753845840999188
"7176","ESRRB","ZNF317",0.0753845968281964
"16434","HOXA6","HOXB13",0.0753854110372027
"7406","ESRRG","ZSCAN10",0.0753865295254135
"17022","HOXB6","RBAK",0.0753867030918924
"15210","HMX1","ZNF227",0.0753893025174118
"30188","VENTX","ZNF705D",0.0753919104616414
"6868","ESRRA","NR2C1",0.0753929034006729
"14760","HIF1A","NFATC3",0.0753929259063142
"17361","HOXC12","SMAD1",0.0753948362728885
"9655","FOXD4","SMAD7",0.0753951826196311
"14664","HEYL","TP63",0.0754001902526875
"10455","FOXO1","RFX6",0.0754007116117933
"26117","ONECUT1","TBR1",0.0754022553814127
"16446","HOXA6","IRF4",0.0754088757307877
"29838","TEF","ZNF501",0.0754099416454298
"4894","CREB5","POU5F1",0.0754111354189845
"16163","HOXA1","NR5A1",0.0754145933852049
"29587","TBR1","ZNF615",0.0754169258412846
"16118","HOXA1","KLF1",0.0754181122527735
"16745","HOXA7","ZNF155",0.0754225175137485
"27808","REL","TBX18",0.0754256732581339
"8138","FEZF1","MYNN",0.0754256761237085
"19287","IRF9","ZNF317",0.0754289710318574
"11618","GATA4","ONECUT1",0.0754304627225769
"6188","EGR4","MSX1",0.0754341259419877
"10483","FOXO1","TBX18",0.0754341624828736
"4563","CREB3L3","HAND2",0.0754351775042754
"4330","CREB3","GCM1",0.0754361491116686
"17092","HOXB6","ZNF615",0.0754371194989654
"13549","HES2","SOX10",0.0754377855006166
"13085","HAND2","IRF8",0.0754378131018968
"6175","EGR4","LHX4",0.0754381036959192
"20769","LMX1B","MSX2",0.0754384584297398
"4437","CREB3","PITX3",0.0754417250561506
"26892","PITX2","PPARA",0.0754432868822938
"21388","MEF2C","SOHLH1",0.075444906040998
"1050","ARNTL2","HMX2",0.0754462745260445
"22974","MYNN","VSX2",0.0754465114941415
"30450","ZNF225","ZNF582",0.0754470772905837
"23331","NANOG","TFAP2C",0.0754473081327898
"23329","NANOG","TFAP2A",0.0754524864218739
"26857","PITX1","VENTX",0.0754530255543883
"2264","BATF","HOXD13",0.0754638999482944
"4748","CREB3L3","ZSCAN10",0.0754671673407751
"9890","FOXG1","USF1",0.0754747678247555
"5296","DLX4","MITF",0.0754754123538554
"25288","NR3C2","PITX1",0.0754772749851421
"15007","HLF","TBX18",0.0754783340633859
"11161","FOXR2","HOXD13",0.0754789542714639
"21012","MAFB","ZBTB6",0.0754790226807539
"11654","GATA4","SOX10",0.0754850933888697
"6222","EGR4","OLIG3",0.0754855059554992
"24092","NFE2","ONECUT1",0.0754877698386168
"17725","HOXD13","ZIM2",0.0754884590035624
"25082","NR2F1","PITX2",0.075494589764478
"12654","GRHL3","ZNF225",0.0754986108439264
"25225","NR2F2","TAL2",0.0754995276705233
"25401","NR4A1","RBAK",0.0754995974865615
"10858","FOXQ1","RXRG",0.0755008551137588
"5008","DLX3","GATA4",0.0755018109335583
"8778","FOXA1","NFE2",0.0755027567064903
"16844","HOXB13","PAX8",0.0755042243134237
"15711","HNF1B","TFAP2A",0.0755044646754495
"13454","HES2","IRF4",0.0755064963202718
"4654","CREB3L3","OLIG3",0.0755068916239461
"19426","IRX6","WT1",0.0755082417754767
"24426","NKX2.5","OLIG2",0.0755101058575405
"9899","FOXG1","ZIM2",0.0755101904195009
"6506","EOMES","USF1",0.0755109591725501
"6614","ESR1","LHX4",0.075511835369765
"22043","MIXL1","RUNX3",0.0755133941900098
"9965","FOXH1","HOXD3",0.0755137974561062
"14106","HESX1","SPIB",0.0755141596674372
"30586","ZNF554","ZNF615",0.0755150266428224
"17923","HOXD4","LBX1",0.0755235124612752
"12766","GSC","OLIG3",0.0755249246321421
"25371","NR3C2","ZNF77",0.0755256811476597
"30373","ZIM2","ZSCAN10",0.0755267469240375
"14991","HLF","SNAI2",0.0755285112062929
"5003","DLX3","FOXP3",0.0755289727557118
"11583","GATA4","MSX1",0.0755292639701612
"10695","FOXP3","TP63",0.0755332977157265
"15531","HNF1A","TBR1",0.075536180857532
"13301","HES1","MYOG",0.0755370117956077
"24853","NR2C1","NR2F2",0.0755395154300697
"4958","CREB5","ZNF225",0.0755395846534919
"17709","HOXD13","TFAP2A",0.0755416925279691
"30224","VSX2","ZBTB32",0.0755428129397957
"29614","TBX18","ZIC3",0.0755463678066963
"25453","NR4A1","ZIC3",0.0755489270446824
"13162","HAND2","REL",0.0755496319998613
"5418","DLX4","ZNF501",0.0755503005560427
"17708","HOXD13","TEF",0.0755519666767027
"26125","ONECUT1","TFAP2B",0.075553572804281
"16858","HOXB13","REL",0.0755561714762166
"10015","FOXH1","NKX2.8",0.0755602742302657
"17658","HOXD13","PAX7",0.07556144513881
"26922","PITX2","SPIB",0.0755639520077764
"11711","GATA4","ZSCAN10",0.0755641112951861
"18399","IKZF1","MAFB",0.0755688220663327
"19821","JUN","RBAK",0.075570610907797
"14786","HIF1A","PAX8",0.0755714649427298
"5064","DLX3","MAFB",0.0755753684290559
"5127","DLX3","RBAK",0.0755766753549356
"5609","DLX5","TBX22",0.0755782727663822
"15292","HMX2","NKX2.5",0.0755804525143279
"2893","BHLHA15","ZNF705D",0.0755804568794159
"17735","HOXD13","ZNF423",0.0755828329266316
"20038","JUNB","ZNF705D",0.0755849011698032
"19091","IRF8","SNAI2",0.0755850793413737
"30110","USF1","ZNF155",0.075586557900112
"29844","TEF","ZNF77",0.0755900940838352
"25834","OLIG1","TCF7L1",0.0755902692322172
"19872","JUN","ZBTB6",0.0755929687469695
"22346","MSX2","ZBTB32",0.0755929992381627
"29108","SOX9","THAP6",0.0755941363098948
"11905","GATA5","ZSCAN10",0.075594900078906
"30190","VENTX","ZNF79",0.0755984804415975
"11615","GATA4","OLIG1",0.0755986781519134
"21956","MITF","ZBTB32",0.075600212277795
"3109","BHLHE23","ZIC3",0.0756012192988908
"1035","ARNTL2","GRHL3",0.0756019768647376
"26653","PAX8","SOX10",0.0756029685906118
"10121","FOXH1","ZNF77",0.0756034008894031
"21619","MESP1","OLIG1",0.0756065919688042
"21694","MESP1","ZIM2",0.0756077482543393
"12115","GCM1","HLF",0.0756101684962911
"11219","FOXR2","NR3C2",0.0756112980442653
"4889","CREB5","PDX1",0.0756113998607532
"15250","HMX2","IRF5",0.0756123813768155
"20831","LMX1B","SHOX2",0.0756125539086927
"25592","NR5A1","PITX2",0.0756138462150762
"3457","CDX2","LHX4",0.0756153348328539
"28047","RHOXF2","ZBTB6",0.0756164965829658
"18872","IRF5","MYB",0.075617069521023
"27471","PRDM1","RBAK",0.0756215676739257
"20978","MAFB","SOX10",0.0756230405405347
"15555","HNF1A","ZNF155",0.0756241079427149
"5507","DLX5","KLF1",0.0756254780481234
"9007","FOXA2","PAX2",0.075627388543621
"14496","HEY2","ZNF155",0.0756291009211214
"1001","ARNTL2","DLX5",0.075630015166626
"15662","HNF1B","PDX1",0.0756302004861917
"19667","ISX","POU5F1",0.0756341248808685
"891","ARNT2","PAX5",0.075641267546133
"16224","HOXA1","TFAP2A",0.0756424697789104
"22414","MYB","PITX2",0.0756437800202843
"28765","SNAI2","TP63",0.0756470539300255
"635","ALX4","NR3C2",0.0756484411920929
"190","ALX1","SOX2",0.0756605662645393
"20655","LHX8","NR3C2",0.0756616525076661
"20208","LBX1","MYNN",0.0756633804906643
"2809","BHLHA15","PAX8",0.0756662333394515
"20862","LMX1B","THAP2",0.0756665932433315
"7352","ESRRG","SOX5",0.0756684921952915
"6662","ESR1","ONECUT1",0.0756694800271737
"16667","HOXA7","NR5A1",0.0756755733747148
"9225","FOXA3","POU5F2",0.0756756100739125
"29088","SOX5","ZSCAN5A",0.0756763378519758
"17707","HOXD13","TCF7L1",0.0756772545488115
"27207","POU5F1","ZNF227",0.0756788405278687
"14118","HESX1","TFAP2A",0.0756807803727361
"4613","CREB3L3","MEF2B",0.0756821900693929
"17037","HOXB6","SNAI2",0.0756824314854168
"8077","FEZF1","HES2",0.0756825194890126
"9778","FOXG1","LBX1",0.0756825915445081
"26078","ONECUT1","PITX3",0.0756834118663896
"12674","GSC","HAND1",0.0756845740074708
"18210","HOXD9","ZNF322",0.0756852200381528
"21150","MEF2A","ZBTB6",0.0756852415246571
"17287","HOXC12","MEF2A",0.0756859366002007
"10368","FOXO1","HOXD3",0.0756904614113676
"14468","HEY2","SPIC",0.075692334176794
"12832","GSC","VENTX",0.0756932234147035
"21642","MESP1","REL",0.0756945194483919
"26784","PDX1","ZNF317",0.0756971063516101
"2291","BATF","MESP1",0.0756978979713205
"14430","HEY2","PDX1",0.0756989942725194
"9814","FOXG1","NR1I2",0.0757005092945881
"25344","NR3C2","UTF1",0.075701332430485
"14957","HLF","ONECUT1",0.075702441900231
"24339","NFKB1","RFX6",0.0757052890720146
"9356","FOXB1","ID1",0.0757081582272248
"12107","GCM1","HES2",0.0757089265343972
"24825","NR1I2","ZBTB6",0.0757093997955105
"6671","ESR1","PITX2",0.0757094325302145
"20720","LHX8","TFAP2B",0.075711325572352
"17296","HOXC12","MSX2",0.0757141153837466
"25175","NR2F2","OLIG2",0.0757160797100704
"28457","SIM2","ZBTB32",0.0757171380033736
"21135","MEF2A","TEF",0.0757199311072105
"17690","HOXD13","SOX14",0.0757219527778419
"22673","MYF5","PPARG",0.0757225129744103
"4460","CREB3","SNAI1",0.0757261660905794
"22889","MYNN","NFE2L3",0.0757284668764601
"22259","MSX2","NFE2L3",0.0757300074255511
"6587","ESR1","HOXA1",0.0757303497215529
"12837","GSC","ZBTB6",0.0757339319728494
"18745","IRF4","NR4A1",0.0757367941741144
"25627","NR5A1","SPIB",0.0757386503280861
"14568","HEYL","MSX2",0.0757428781412424
"11891","GATA5","ZNF317",0.075743597943431
"18776","IRF4","RORB",0.0757454706093579
"18208","HOXD9","ZNF280A",0.0757475903796
"18772","IRF4","REL",0.0757480153417994
"11625","GATA4","PDX1",0.0757519737675735
"18355","ID1","WT1",0.0757546156201869
"12464","GCM2","ZNF225",0.0757557821800508
"11609","GATA4","NR2F2",0.0757591581806307
"10856","FOXQ1","RORB",0.0757596116203254
"20297","LBX1","THAP6",0.0757603008493101
"10821","FOXQ1","NR2E1",0.0757616440274426
"16751","HOXA7","ZNF317",0.0757626890426131
"12791","GSC","RORB",0.0757636799199171
"28761","SNAI2","TFAP2C",0.0757645901623407
"24487","NKX2.5","THAP2",0.0757660073453001
"25169","NR2F2","NR3C2",0.0757707230941492
"11670","GATA4","TBX22",0.0757710528629688
"4426","CREB3","OLIG3",0.0757719833958086
"20591","LHX6","ZBTB32",0.0757751554616496
"24082","NFE2","NR2F1",0.0757828895739423
"6612","ESR1","KLF1",0.0757886708390565
"20058","KLF1","MSX1",0.0757891612546899
"24125","NFE2","SNAI1",0.0757895110043639
"21253","MEF2B","SOX10",0.0757922339725302
"25823","OLIG1","SPI1",0.0757937629739107
"2914","BHLHE23","ESR1",0.075795042915396
"15168","HMX1","SOHLH1",0.0757959148857968
"25847","OLIG1","VSX2",0.0757960962578692
"27766","RBAK","ZNF461",0.0757982480729529
"17808","HOXD3","NR5A1",0.0757998328312719
"1059","ARNTL2","HOXB13",0.0758004666767537
"15584","HNF1B","HOXB13",0.0758017765053787
"24261","NFE2L3","TFAP2A",0.0758042632702474
"2732","BHLHA15","HOXB13",0.0758059695646976
"15540","HNF1A","TFAP2C",0.0758067082610312
"26313","PAX2","TFAP2C",0.0758076751279029
"5167","DLX3","THAP2",0.0758138649312874
"3002","BHLHE23","MIXL1",0.0758157210583512
"20566","LHX6","SPIB",0.0758167543622975
"8214","FEZF1","TAL1",0.0758208446656022
"15027","HLF","ZBTB6",0.0758228654152414
"23293","NANOG","REL",0.0758242457167234
"14154","HESX1","ZNF79",0.0758271948910569
"14809","HIF1A","SIM2",0.0758306976259203
"3058","BHLHE23","REL",0.0758322212503698
"20235","LBX1","OLIG2",0.0758323163447586
"19735","ISX","ZNF322",0.0758337000272541
"15416","HNF1A","HOXD13",0.0758351407214189
"24002","NFATC3","RORB",0.0758354421560125
"16409","HOXA5","ZIM2",0.0758358561489276
"9353","FOXB1","HOXD3",0.0758400272185364
"21004","MAFB","TP63",0.0758405665922586
"1006","ARNTL2","ESR1",0.0758406265450888
"14923","HLF","MSX2",0.0758424370856112
"29115","SOX9","VSX2",0.0758443131648172
"11026","FOXR1","NR5A2",0.0758459196367389
"24855","NR2C1","NR4A1",0.0758476584825171
"845","ARNT2","MEF2B",0.0758542899837519
"24205","NFE2L3","ONECUT1",0.0758551098834339
"14057","HESX1","NR5A1",0.0758569741343928
"4911","CREB5","SIM2",0.0758570577251168
"17173","HOXB7","PAX8",0.0758610163611654
"29929","TFAP2C","TP63",0.0758635485364399
"25142","NR2F1","ZBTB32",0.0758648523178004
"6173","EGR4","KLF1",0.0758657857653112
"22482","MYB","ZNF227",0.0758659829156059
"2386","BATF","TFAP2A",0.0758714499130685
"12726","GSC","MEF2C",0.0758728795950644
"2664","BHLHA15","CDX1",0.0758761043456593
"26688","PAX8","ZIC3",0.0758767425878448
"24793","NR1I2","SOX2",0.075877153849056
"25745","NR5A2","USF1",0.0758779602029135
"29104","SOX9","TFAP2A",0.0758865036587067
"6578","ESR1","HEYL",0.0758888078747616
"6492","EOMES","TBR1",0.0758889749322353
"27186","POU5F1","TFAP2A",0.0758928619267678
"608","ALX4","MSX1",0.0758951533115746
"3201","CDX1","HOXB13",0.0758971462724283
"29916","TFAP2B","ZNF554",0.075897437816768
"15036","HLF","ZNF317",0.0758978491413685
"28789","SNAI2","ZNF554",0.0758982828461265
"25771","NR5A2","ZNF615",0.0758987502697909
"2910","BHLHE23","DRGX",0.0758992055948259
"11544","GATA4","HOXA5",0.0758999307711865
"5530","DLX5","MYOG",0.0759017543399106
"2265","BATF","HOXD3",0.0759021402179731
"24309","NFKB1","NR3C2",0.0759024639715573
"17387","HOXC12","TFAP2B",0.075903329420355
"19957","JUNB","PITX2",0.0759051544326227
"6184","EGR4","MESP1",0.0759074391541616
"21216","MEF2B","OLIG3",0.0759109209567056
"24521","NKX2.5","ZSCAN10",0.0759122766150872
"15603","HNF1B","JUN",0.0759181428577925
"176","ALX1","RORB",0.0759188151192237
"24918","NR2C1","TFAP2A",0.0759207379805914
"14238","HEY1","NR5A1",0.075921890659537
"27981","RFX6","ZNF225",0.0759238694437929
"9694","FOXD4","ZIC3",0.0759258341134308
"21958","MITF","ZIC3",0.0759259929806827
"17061","HOXB6","TFAP2C",0.0759313813752602
"13116","HAND2","NANOG",0.0759322056993781
"15030","HLF","ZNF155",0.075934253155782
"927","ARNT2","SOX9",0.0759379645124178
"20895","LMX1B","ZNF79",0.0759383386388116
"11079","FOXR1","TBR1",0.0759394042115859
"25085","NR2F1","POU5F1",0.0759410362183067
"16170","HOXA1","PAX2",0.0759414349464873
"6365","EOMES","HNF1B",0.0759423534044613
"5098","DLX3","NR2F1",0.0759435920705869
"17702","HOXD13","TBR1",0.075944643038523
"17749","HOXD3","HOXD4",0.075944800392534
"10765","FOXQ1","HOXC4",0.0759498349514854
"19076","IRF8","RBAK",0.0759559551373585
"11652","GATA4","SNAI2",0.0759573348164825
"23328","NANOG","TEF",0.0759585105979403
"10101","FOXH1","ZIC3",0.0759620776488635
"580","ALX4","HOXD9",0.0759650815835914
"12733","GSC","MSX2",0.0759683105881442
"17385","HOXC12","TEF",0.0759694142117534
"16392","HOXA5","TEF",0.075973553555947
"22443","MYB","SOX2",0.0759740250685472
"6815","ESRRA","HOXD3",0.0759744352895216
"5555","DLX5","OLIG2",0.0759762233764572
"521","ALX4","ESRRB",0.0759764295953651
"7261","ESRRG","JUN",0.0759814231689497
"27386","PPARA","ZSCAN10",0.0759833463427132
"12840","GSC","ZNF155",0.0759844225217817
"9487","FOXB1","ZBTB32",0.0759878696710552
"653","ALX4","PITX3",0.0759879782122097
"7311","ESRRG","OLIG2",0.075991104774671
"16410","HOXA5","ZNF155",0.0759954305231842
"25822","OLIG1","SPDEF",0.075996670113147
"6186","EGR4","MITF",0.0759985560516746
"27772","RBAK","ZNF615",0.076001953851502
"12135","GCM1","ID1",0.0760064337952516
"18055","HOXD4","ZNF461",0.0760136651883213
"15443","HNF1A","MESP1",0.0760153884160245
"14262","HEY1","RBAK",0.0760174902446378
"22496","MYB","ZNF77",0.0760195641199958
"12244","GCM1","TAL1",0.0760203630086697
"19077","IRF8","REL",0.0760230341339294
"17633","HOXD13","NFATC3",0.0760298426829769
"18186","HOXD9","TFAP2A",0.0760299302954416
"11993","GATA6","NR2C1",0.0760331407041674
"5248","DLX4","HEY2",0.0760338446479426
"30322","ZBTB6","ZNF615",0.0760345766728431
"14334","HEY1","ZNF77",0.0760370442563724
"25804","OLIG1","RORB",0.0760382331285414
"5212","DLX4","ESRRG",0.0760422199959582
"15205","HMX1","ZIM2",0.076043232363069
"10703","FOXP3","ZBTB6",0.0760451289323236
"26965","PITX2","ZNF556",0.0760457758088678
"22041","MIXL1","RHOXF2",0.0760470667469283
"10844","FOXQ1","POU5F1",0.0760519724259393
"12185","GCM1","NR2C1",0.0760549591394934
"6818","ESRRA","ID1",0.076058481039294
"7061","ESRRB","MIXL1",0.0760608578053973
"15515","HNF1A","SNAI1",0.0760621534823264
"22417","MYB","POU5F1",0.0760636360469749
"4984","DLX3","ESR1",0.0760659260928158
"16102","HOXA1","HOXD13",0.0760682493897687
"4559","CREB3L3","GCM2",0.0760711450792726
"14515","HEY2","ZNF79",0.0760764794656451
"12752","GSC","NKX2.8",0.0760821193584816
"29563","TBR1","VENTX",0.0760828055317779
"5556","DLX5","OLIG3",0.0760859218216384
"15616","HNF1B","MESP1",0.0760860059220611
"5563","DLX5","PAX8",0.0760869685928321
"711","ALX4","WT1",0.0760894310102418
"7209","ESRRG","FOXQ1",0.0760897260949639
"853","ARNT2","MSX2",0.0760898123492071
"14944","HLF","NR1I2",0.0760933109865795
"26332","PAX2","ZNF227",0.0760938188191651
"11229","FOXR2","PAX2",0.0760964646903109
"15328","HMX2","REL",0.0760972765650054
"17323","HOXC12","NR4A1",0.0760994670519507
"2770","BHLHA15","MYB",0.0760994918386017
"7961","FEV","PAX8",0.076102818037285
"8000","FEV","SPIC",0.0761075567767466
"17589","HOXD13","HOXD4",0.0761084600630632
"22132","MSX1","NKX2.5",0.0761110771600713
"8167","FEZF1","ONECUT1",0.076113252605029
"25569","NR4A2","ZNF554",0.0761154533849714
"3426","CDX2","HNF1A",0.0761195228334908
"11971","GATA6","MSX2",0.0761212483819268
"20047","KLF1","LHX8",0.0761229804230304
"21215","MEF2B","OLIG2",0.0761252912196183
"22261","MSX2","NKX2.5",0.0761254203205849
"6799","ESRRA","HMX1",0.0761263899603709
"20156","KLF1","USF1",0.0761272986966027
"6674","ESR1","POU5F1",0.0761280409094901
"13073","HAND2","HOXB7",0.0761350529299908
"5018","DLX3","HES2",0.0761394924028952
"11352","GATA3","HOXB13",0.0761426760123468
"14459","HEY2","SOX10",0.0761427608485031
"15426","HNF1A","IRF9",0.0761432731317509
"27269","POU5F2","TFAP2B",0.0761441049402043
"14964","HLF","PDX1",0.0761470182321851
"20892","LMX1B","ZNF615",0.0761492791860938
"11169","FOXR2","IRF5",0.0761509368861871
"16160","HOXA1","NR3C2",0.0761516619833721
"25113","NR2F1","SOX9",0.0761528666364963
"2971","BHLHE23","HOXC4",0.076153079609208
"3345","CDX1","ZNF155",0.0761541692314087
"18482","IKZF1","SOX5",0.0761546649775704
"5157","DLX3","TBR1",0.0761602370313889
"14905","HLF","JUN",0.0761603746823296
"6914","ESRRA","SNAI2",0.0761613905842588
"14523","HEYL","HNF1A",0.0761614439105707
"20336","LHX4","MAFB",0.0761617154891988
"15448","HNF1A","MSX2",0.0761636647425526
"14950","HLF","NR4A1",0.0761646631349791
"4415","CREB3","NR2C1",0.0761646725988426
"21943","MITF","TFAP2A",0.0761674196528118
"18905","IRF5","ONECUT1",0.0761719853077859
"6207","EGR4","NKX2.5",0.0761762329620184
"22936","MYNN","SIM2",0.0761787028451415
"17711","HOXD13","TFAP2C",0.0761794916226371
"201","ALX1","TBR1",0.0761806744113833
"18951","IRF5","STAT4",0.0761821011508212
"18155","HOXD9","RUNX3",0.0761847252943636
"22195","MSX1","TAL1",0.0761853573207026
"9903","FOXG1","ZNF225",0.0761902595289531
"21945","MITF","TFAP2C",0.0761920544246677
"28901","SOX10","ZNF317",0.0761937850877299
"24482","NKX2.5","TCF7L1",0.0761941156500807
"24049","NFATC3","ZIC3",0.0761973818296542
"15256","HMX2","JUN",0.0761980242377736
"7323","ESRRG","PITX3",0.0761985305495403
"10226","FOXI1","NR4A2",0.0762004694375639
"9417","FOXB1","OLIG3",0.0762011256235029
"29401","SPIC","ZSCAN10",0.0762080547063372
"13061","HAND2","HMX1",0.0762107241090744
"12825","GSC","TFAP2C",0.0762145208821886
"6369","EOMES","HOXA5",0.0762171211882569
"30008","THAP6","ZBTB6",0.0762226445593671
"9509","FOXB1","ZNF77",0.0762263236216552
"19273","IRF9","VENTX",0.0762266540709374
"10948","FOXR1","HLF",0.0762279260065907
"6519","EOMES","ZNF225",0.0762291621261991
"7523","ETS2","NR5A1",0.0762320327522116
"17841","HOXD3","SHOX2",0.0762326946248832
"11686","GATA4","WT1",0.0762372047786269
"16739","HOXA7","VSX2",0.0762373387094092
"6338","EOMES","FOXP3",0.0762374483381373
"26105","ONECUT1","SOX14",0.0762438444293874
"20295","LBX1","TFAP2C",0.0762450999838916
"19228","IRF9","REL",0.0762464878330558
"27623","PRDM14","ZSCAN10",0.0762471153435549
"18971","IRF5","VSX1",0.0762533594713616
"19119","IRF8","TP63",0.07625392096512
"18725","IRF4","MYOG",0.0762602391507213
"14681","HEYL","ZNF317",0.0762605114863267
"5479","DLX5","HNF1B",0.0762610686656749
"9991","FOXH1","MESP1",0.0762611447280931
"10269","FOXI1","SOX14",0.0762617477803647
"29047","SOX5","TCF7L1",0.0762629538326801
"22450","MYB","SPIC",0.0762660217850061
"6751","ESR1","ZNF615",0.0762694733713146
"21876","MITF","NR2E1",0.0762734063580514
"14529","HEYL","HOXA6",0.0762765325450465
"2754","BHLHA15","LBX1",0.0762784158953163
"14257","HEY1","PPARA",0.0762799008674615
"11178","FOXR2","LBX1",0.0762805060824724
"25483","NR4A2","ONECUT1",0.0762836033051176
"9539","FOXD4","HEYL",0.0762856072154222
"13278","HES1","KLF1",0.0762863513590896
"19938","JUNB","NR2F1",0.076286598594049
"26629","PAX8","POU5F1",0.0762901906696502
"15516","HNF1A","SNAI2",0.0762904794752914
"13288","HES1","MEOX2",0.0762971386723815
"14674","HEYL","ZIM2",0.0762979424617839
"28671","SMAD7","ZNF77",0.0762988431947168
"5504","DLX5","ISX",0.0762993811195296
"5163","DLX3","TEF",0.0763020447480537
"24336","NFKB1","RBAK",0.0763065718346495
"17672","HOXD13","RBAK",0.0763082706289588
"6700","ESR1","SOX2",0.0763093087692867
"29822","TEF","ZBTB32",0.0763097875095235
"7476","ETS2","JUN",0.0763098554069857
"9526","FOXD4","GCM1",0.0763198413996938
"10582","FOXP3","JUNB",0.0763255795476379
"10543","FOXP3","HES2",0.0763256500347052
"6748","ESR1","ZNF554",0.0763263449690554
"20767","LMX1B","MIXL1",0.0763299232267403
"3127","BHLHE23","ZNF615",0.0763303984674271
"22339","MSX2","TP63",0.0763316477356073
"19008","IRF8","LBX1",0.0763383387642219
"5023","DLX3","HEY2",0.0763411292896908
"21134","MEF2A","TCF7L1",0.0763435157725545
"3312","CDX1","SOX9",0.0763447407387891
"12560","GRHL3","NFE2L3",0.0763450429857357
"7190","ESRRB","ZSCAN10",0.0763458135210095
"28885","SOX10","USF1",0.0763471449324382
"27019","PITX3","TFAP2A",0.0763474032330704
"30112","USF1","ZNF211",0.0763485050590082
"24578","NKX2.8","SOX9",0.0763568680451674
"11538","GATA4","HMX2",0.0763580910271911
"22962","MYNN","TEF",0.0763581518469794
"12889","HAND1","HOXD13",0.0763600924523713
"2334","BATF","PAX5",0.0763664549109725
"20436","LHX4","TFAP2A",0.0763680455804092
"20980","MAFB","SOX2",0.0763724452319336
"1853","ATF5","ONECUT1",0.0763732131576567
"24570","NKX2.8","SMAD7",0.0763760725854828
"17728","HOXD13","ZNF211",0.0763796322017531
"15044","HLF","ZNF556",0.0763824697402873
"15950","HNF4G","LHX4",0.0763881032924062
"13532","HES2","RBAK",0.0763898497108905
"24896","NR2C1","SNAI2",0.0763902167363013
"28867","SOX10","SPIC",0.0763949012411933
"6956","ESRRA","ZNF225",0.076395868925781
"1202","ARNTL2","ZIM2",0.0764012243002029
"18438","IKZF1","NR5A1",0.0764022292479049
"812","ARNT2","HOXA1",0.0764023980931355
"10255","FOXI1","RHOXF2",0.0764076763028742
"16672","HOXA7","ONECUT1",0.0764142309237238
"556","ALX4","HESX1",0.0764151269075323
"12860","GSC","ZSCAN10",0.0764173647356245
"5325","DLX4","NR3C2",0.0764190364205922
"19308","IRX6","KLF1",0.0764226646519391
"25985","OLIG3","POU5F1",0.0764247949422667
"5324","DLX4","NR2F2",0.0764260208382742
"16955","HOXB6","LHX4",0.0764303528750028
"15699","HNF1B","SPIB",0.0764335446935471
"24185","NFE2","ZSCAN10",0.076433679402553
"14627","HEYL","RUNX3",0.0764344158396023
"7527","ETS2","OLIG3",0.0764388845796182
"18856","IRF5","LBX1",0.0764401952768193
"24921","NR2C1","THAP2",0.0764418101523352
"19451","IRX6","ZSCAN10",0.0764472260232562
"16953","HOXB6","KLF1",0.0764480066017658
"27317","PPARA","RORB",0.0764484143937101
"7607","ETS2","ZNF317",0.0764488367614562
"5391","DLX4","TFAP2C",0.0764526825184622
"9968","FOXH1","ID1",0.0764586142564372
"1251","ASCL1","ESRRG",0.0764603565799144
"16293","HOXA5","MAFB",0.0764628580662765
"9632","FOXD4","PITX2",0.0764630115257606
"5176","DLX3","WT1",0.0764653251813608
"10099","FOXH1","ZBTB32",0.076473589600714
"27010","PITX3","TAL1",0.0764773786053578
"25652","NR5A1","ZBTB32",0.0764826076983873
"3449","CDX2","IRF9",0.0764841554660761
"13428","HES2","HEY2",0.0764856933055792
"21605","MESP1","NFKB1",0.0764861143583286
